File	human_alcor2_filtered_0.1_sorted.bed	human_alcor2_filtered_0.2_sorted.bed	human_alcor2_filtered_0.3_sorted.bed	human_alcor2_filtered_0.4_sorted.bed	human_alcor2_filtered_0.5_sorted.bed	human_alcor2_filtered_0.6_sorted.bed	human_alcor2_filtered_0.7_sorted.bed	human_alcor2_filtered_0.8_sorted.bed	human_alcor2_filtered_0.9_sorted.bed	human_alcor2_processed_sorted.bed	human_alcor_filtered_0.1_sorted.bed	human_alcor_filtered_0.2_sorted.bed	human_alcor_filtered_0.3_sorted.bed	human_alcor_filtered_0.4_sorted.bed	human_alcor_filtered_0.5_sorted.bed	human_alcor_filtered_0.6_sorted.bed	human_alcor_filtered_0.7_sorted.bed	human_alcor_filtered_0.8_sorted.bed	human_alcor_filtered_0.9_sorted.bed	human_alcor_processed_sorted.bed	human_dotplot_filtered_0.1_sorted.bed	human_dotplot_filtered_0.2_sorted.bed	human_dotplot_filtered_0.3_sorted.bed	human_dotplot_filtered_0.4_sorted.bed	human_dotplot_filtered_0.5_sorted.bed	human_dotplot_filtered_0.6_sorted.bed	human_dotplot_filtered_0.7_sorted.bed	human_dotplot_filtered_0.8_sorted.bed	human_dotplot_filtered_0.9_sorted.bed	human_dotplot_processed_sorted.bed	human_flps2_filtered_0.1_sorted.bed	human_flps2_filtered_0.2_sorted.bed	human_flps2_filtered_0.3_sorted.bed	human_flps2_filtered_0.4_sorted.bed	human_flps2_filtered_0.5_sorted.bed	human_flps2_filtered_0.6_sorted.bed	human_flps2_filtered_0.7_sorted.bed	human_flps2_filtered_0.8_sorted.bed	human_flps2_filtered_0.9_sorted.bed	human_flps2_processed_sorted.bed	human_flps2_strict_filtered_0.1_sorted.bed	human_flps2_strict_filtered_0.2_sorted.bed	human_flps2_strict_filtered_0.3_sorted.bed	human_flps2_strict_filtered_0.4_sorted.bed	human_flps2_strict_filtered_0.5_sorted.bed	human_flps2_strict_filtered_0.6_sorted.bed	human_flps2_strict_filtered_0.7_sorted.bed	human_flps2_strict_filtered_0.8_sorted.bed	human_flps2_strict_filtered_0.9_sorted.bed	human_flps2_strict_processed_sorted.bed	human_flps_filtered_0.1_sorted.bed	human_flps_filtered_0.2_sorted.bed	human_flps_filtered_0.3_sorted.bed	human_flps_filtered_0.4_sorted.bed	human_flps_filtered_0.5_sorted.bed	human_flps_filtered_0.6_sorted.bed	human_flps_filtered_0.7_sorted.bed	human_flps_filtered_0.8_sorted.bed	human_flps_filtered_0.9_sorted.bed	human_flps_processed_sorted.bed	human_flps_strict_filtered_0.1_sorted.bed	human_flps_strict_filtered_0.2_sorted.bed	human_flps_strict_filtered_0.3_sorted.bed	human_flps_strict_filtered_0.4_sorted.bed	human_flps_strict_filtered_0.5_sorted.bed	human_flps_strict_filtered_0.6_sorted.bed	human_flps_strict_filtered_0.7_sorted.bed	human_flps_strict_filtered_0.8_sorted.bed	human_flps_strict_filtered_0.9_sorted.bed	human_flps_strict_processed_sorted.bed	human_lcrfinder_filtered_0.1_sorted.bed	human_lcrfinder_filtered_0.2_sorted.bed	human_lcrfinder_filtered_0.3_sorted.bed	human_lcrfinder_filtered_0.4_sorted.bed	human_lcrfinder_filtered_0.5_sorted.bed	human_lcrfinder_filtered_0.6_sorted.bed	human_lcrfinder_filtered_0.7_sorted.bed	human_lcrfinder_filtered_0.8_sorted.bed	human_lcrfinder_filtered_0.9_sorted.bed	human_lcrfinder_processed_sorted.bed	human_seg_filtered_0.1_sorted.bed	human_seg_filtered_0.2_sorted.bed	human_seg_filtered_0.3_sorted.bed	human_seg_filtered_0.4_sorted.bed	human_seg_filtered_0.5_sorted.bed	human_seg_filtered_0.6_sorted.bed	human_seg_filtered_0.7_sorted.bed	human_seg_filtered_0.8_sorted.bed	human_seg_filtered_0.9_sorted.bed	human_seg_intermediate_filtered_0.1_sorted.bed	human_seg_intermediate_filtered_0.2_sorted.bed	human_seg_intermediate_filtered_0.3_sorted.bed	human_seg_intermediate_filtered_0.4_sorted.bed	human_seg_intermediate_filtered_0.5_sorted.bed	human_seg_intermediate_filtered_0.6_sorted.bed	human_seg_intermediate_filtered_0.7_sorted.bed	human_seg_intermediate_filtered_0.8_sorted.bed	human_seg_intermediate_filtered_0.9_sorted.bed	human_seg_intermediate_processed_sorted.bed	human_seg_processed_sorted.bed	human_seg_strict_filtered_0.1_sorted.bed	human_seg_strict_filtered_0.2_sorted.bed	human_seg_strict_filtered_0.3_sorted.bed	human_seg_strict_filtered_0.4_sorted.bed	human_seg_strict_filtered_0.5_sorted.bed	human_seg_strict_filtered_0.6_sorted.bed	human_seg_strict_filtered_0.7_sorted.bed	human_seg_strict_filtered_0.8_sorted.bed	human_seg_strict_filtered_0.9_sorted.bed	human_seg_strict_processed_sorted.bed	human_treks_filtered_0.1_sorted.bed	human_treks_filtered_0.2_sorted.bed	human_treks_filtered_0.3_sorted.bed	human_treks_filtered_0.4_sorted.bed	human_treks_filtered_0.5_sorted.bed	human_treks_filtered_0.6_sorted.bed	human_treks_filtered_0.7_sorted.bed	human_treks_filtered_0.8_sorted.bed	human_treks_filtered_0.9_sorted.bed	human_treks_processed_sorted.bed	human_xstream_filtered_0.1_sorted.bed	human_xstream_filtered_0.2_sorted.bed	human_xstream_filtered_0.3_sorted.bed	human_xstream_filtered_0.4_sorted.bed	human_xstream_filtered_0.5_sorted.bed	human_xstream_filtered_0.6_sorted.bed	human_xstream_filtered_0.7_sorted.bed	human_xstream_filtered_0.8_sorted.bed	human_xstream_filtered_0.9_sorted.bed	human_xstream_processed_sorted.bed
human_lcrfinder_filtered_0.1_sorted.bed	0.0311537	0.0601914	0.0733423	0.0596057	0.0469426	0.0411258	0.0277886	0.0146862	0.00211195	0.0299265	0.0313269	0.0657782	0.086073	0.0730343	0.0550911	0.0464678	0.0281467	0.0136948	0.00186366	0.0299303	0.2557	0.255689	0.251911	0.231566	0.135197	0.0432925	0.00738539	0.00107932	0.000280666	0.2557	0.0283385	0.0787428	0.13362	0.153135	0.115497	0.0710678	0.0407023	0.021521	0.0104753	0.026636	0.0425194	0.136318	0.192033	0.23552	0.204664	0.162937	0.116908	0.077459	0.047025	0.0375149	0.0285542	0.0783237	0.130619	0.150336	0.10851	0.0625011	0.0344551	0.0153294	0.00705469	0.0269075	0.0445845	0.140425	0.193227	0.234666	0.203558	0.161599	0.114256	0.0745544	0.0435274	0.0400232	1	0.999529	0.981051	0.862239	0.664331	0.509129	0.308437	0.171456	0.126319	1	0.185273	0.185426	0.193456	0.20054	0.154795	0.0996054	0.0558994	0.0329933	0.0188322	0.244624	0.244471	0.236249	0.190282	0.116182	0.0682281	0.033679	0.0193017	0.0107065	0.244624	0.185273	0.145306	0.145306	0.145306	0.143134	0.120989	0.0884929	0.0439396	0.0216896	0.0115539	0.145306	0.108079	0.141374	0.155917	0.146303	0.107419	0.0729582	0.0435745	0.033548	0.0313017	0.107083	0.0196544	0.0178802	0.0126326	0.00389386	0.00213693	0.00213693	0	0	0	0.0195477
human_lcrfinder_filtered_0.2_sorted.bed	0.0311572	0.0602081	0.0733725	0.0596329	0.0469645	0.041145	0.0278017	0.0146931	0.00211295	0.0299297	0.0313276	0.0657886	0.0860977	0.0730674	0.0551167	0.0464895	0.0281599	0.0137012	0.00186454	0.0299309	0.255714	0.255702	0.251924	0.231611	0.135249	0.0433124	0.00738886	0.00107982	0.000280799	0.255714	0.028325	0.0787264	0.133634	0.15317	0.115538	0.0711002	0.0407213	0.0215311	0.0104803	0.0266234	0.0424995	0.136284	0.192039	0.235576	0.204738	0.163008	0.116961	0.0774952	0.0470471	0.0374977	0.0285407	0.0783051	0.130632	0.150376	0.108557	0.0625298	0.0344712	0.0153367	0.00705802	0.0268947	0.0445635	0.140396	0.193233	0.234722	0.203632	0.161669	0.114308	0.0745893	0.0435479	0.0400046	0.999529	1	0.981514	0.862645	0.664645	0.509369	0.308582	0.171537	0.126378	0.999529	0.185251	0.185404	0.193472	0.20057	0.154856	0.0996499	0.0559253	0.0330088	0.018841	0.244645	0.244491	0.236308	0.190333	0.116233	0.0682595	0.0336948	0.0193108	0.0107116	0.244645	0.185251	0.145371	0.145371	0.145371	0.143198	0.121044	0.0885335	0.0439602	0.0216998	0.0115594	0.145371	0.108087	0.141394	0.155945	0.146362	0.107467	0.0729922	0.043595	0.0335638	0.0313165	0.107091	0.0196609	0.017888	0.0126384	0.00389569	0.00213794	0.00213794	0	0	0	0.0195541
human_lcrfinder_filtered_0.3_sorted.bed	0.0307456	0.0598651	0.0743856	0.0606874	0.0478395	0.041914	0.028323	0.0149694	0.00215274	0.0295314	0.0309006	0.0653706	0.0871719	0.0743611	0.0561411	0.0473572	0.028688	0.0139589	0.00189966	0.0295196	0.255539	0.255643	0.252853	0.233281	0.137288	0.0441004	0.00752771	0.00110016	0.000286087	0.255539	0.0277994	0.077571	0.133015	0.15431	0.117187	0.0722971	0.0414045	0.0218946	0.010659	0.0261315	0.0417006	0.134411	0.190975	0.237018	0.207208	0.165367	0.118765	0.0788274	0.0478805	0.036789	0.0280106	0.0771491	0.13006	0.151412	0.110344	0.0636661	0.0351077	0.0156251	0.00719092	0.0263962	0.0437219	0.138484	0.192134	0.236043	0.206134	0.163994	0.116082	0.0758709	0.0443178	0.0392492	0.981051	0.981514	1	0.878892	0.677163	0.518963	0.314394	0.174768	0.128759	0.981051	0.18279	0.182994	0.192788	0.202204	0.15722	0.101399	0.0569462	0.0336131	0.0191958	0.244997	0.244842	0.238235	0.192952	0.118238	0.069502	0.0343257	0.019674	0.0109133	0.244997	0.18279	0.147476	0.147476	0.147476	0.145489	0.123174	0.0901517	0.0447814	0.0221078	0.011777	0.147476	0.107154	0.140644	0.156309	0.147993	0.109303	0.0743496	0.044415	0.0341959	0.0319063	0.10616	0.0194737	0.0178785	0.0125342	0.00396886	0.00217819	0.00217819	0	0	0	0.0193669
human_lcrfinder_filtered_0.4_sorted.bed	0.0278189	0.058271	0.0776053	0.0675655	0.0541766	0.0475958	0.0321635	0.0170283	0.00244933	0.0266955	0.0278795	0.0630246	0.0911106	0.0823777	0.0634808	0.0535505	0.0324713	0.0158788	0.00216138	0.0266151	0.250375	0.250481	0.249711	0.242263	0.151584	0.0500061	0.00856234	0.00125173	0.000325509	0.250375	0.0244275	0.0691536	0.126094	0.160118	0.129241	0.0809592	0.0466995	0.0248093	0.0120845	0.0229647	0.0367585	0.121271	0.179369	0.244079	0.223253	0.182424	0.132446	0.0884178	0.0536515	0.0323865	0.0246153	0.0687936	0.123309	0.156468	0.122272	0.07166	0.0397251	0.0177748	0.00818154	0.0231979	0.0385212	0.125023	0.180433	0.24427	0.222668	0.181308	0.129719	0.0851834	0.0497677	0.0345374	0.862239	0.862645	0.878892	1	0.770473	0.590473	0.357716	0.19885	0.146501	0.862239	0.165723	0.165984	0.181123	0.210416	0.174068	0.114248	0.0646213	0.0382084	0.021823	0.243811	0.243744	0.241725	0.208588	0.132577	0.0786982	0.0390246	0.0223804	0.0124168	0.243811	0.165723	0.16373	0.16373	0.16373	0.162298	0.13849	0.102088	0.0508817	0.0251482	0.0133992	0.16373	0.0992106	0.133081	0.153105	0.158611	0.121785	0.0841623	0.0503725	0.0387862	0.0361818	0.0982552	0.0157519	0.0161898	0.0126147	0.00429263	0.00247826	0.00247826	0	0	0	0.01565
human_lcrfinder_filtered_0.5_sorted.bed	0.0233347	0.0533998	0.0797929	0.0773878	0.0676205	0.0607787	0.041397	0.0220888	0.00317887	0.0223346	0.0230715	0.0563324	0.0913787	0.0920098	0.0792561	0.0680998	0.041716	0.0204874	0.00280512	0.0219755	0.20953	0.20964	0.210041	0.227302	0.180963	0.064174	0.0110719	0.00159199	0.000422478	0.20953	0.0188043	0.0537355	0.105705	0.159975	0.150921	0.0999678	0.0584011	0.0314268	0.015461	0.0176894	0.0283138	0.09547	0.148228	0.235858	0.25136	0.215909	0.159904	0.108497	0.0660101	0.0249574	0.0189505	0.0534328	0.102959	0.154322	0.144213	0.0896909	0.0503946	0.0227882	0.010618	0.0178647	0.0296546	0.0983463	0.148665	0.236405	0.251353	0.214741	0.15707	0.105028	0.0616454	0.0266036	0.664331	0.664645	0.677163	0.770473	1	0.766378	0.464281	0.258088	0.190144	0.664331	0.129673	0.129971	0.146778	0.201073	0.206929	0.14393	0.0823119	0.0489923	0.0279541	0.214404	0.21439	0.216339	0.214717	0.162637	0.100649	0.0502974	0.0288716	0.0159882	0.214404	0.129673	0.178774	0.178774	0.178774	0.178398	0.168356	0.129376	0.0651558	0.0323474	0.0172622	0.178774	0.0808271	0.111498	0.133424	0.155091	0.141832	0.105812	0.0641664	0.0495817	0.0462789	0.0800015	0.0139579	0.0151955	0.01296	0.00494809	0.0032163	0.0032163	0	0	0	0.0138542
human_lcrfinder_filtered_0.6_sorted.bed	0.0192035	0.0473529	0.0783724	0.0837895	0.0818312	0.076812	0.0526294	0.0284388	0.00414768	0.0183629	0.0186885	0.0485174	0.0873404	0.0960578	0.0935766	0.085311	0.0533062	0.0265026	0.00366	0.0177808	0.167457	0.167548	0.168175	0.192936	0.196191	0.0823504	0.0143966	0.00207711	0.000551264	0.167457	0.0143993	0.0411181	0.0843845	0.149375	0.165256	0.120761	0.0716751	0.0393885	0.019246	0.0135554	0.021755	0.074001	0.117914	0.210851	0.260582	0.248415	0.189952	0.132907	0.081256	0.0191795	0.0145136	0.0408612	0.0819066	0.142087	0.159246	0.108378	0.0620152	0.0290323	0.0132807	0.0136901	0.0227848	0.0762127	0.118046	0.211218	0.261897	0.247602	0.187028	0.128591	0.0759418	0.0204435	0.509129	0.509369	0.518963	0.590473	0.766378	1	0.605812	0.336763	0.248108	0.509129	0.0995355	0.0997662	0.114168	0.173097	0.21998	0.177777	0.104703	0.0631409	0.03605	0.178453	0.178478	0.181859	0.197395	0.181004	0.126294	0.0643029	0.037419	0.0207008	0.178453	0.0995355	0.178979	0.178979	0.178979	0.178871	0.180695	0.159572	0.0830187	0.0415705	0.0223468	0.178979	0.0625895	0.0880623	0.10861	0.136159	0.146202	0.126434	0.0797748	0.0625092	0.0584065	0.0619139	0.0120471	0.0133444	0.0120899	0.00490842	0.00416087	0.00416087	0	0	0	0.0119466
human_lcrfinder_filtered_0.7_sorted.bed	0.0123105	0.0349388	0.0694073	0.0841581	0.0859801	0.0837251	0.0789201	0.0434114	0.00657542	0.0117312	0.01172	0.0346293	0.0745775	0.0934985	0.0969338	0.0930235	0.0796273	0.0417028	0.00604039	0.0111153	0.122373	0.122443	0.123096	0.1477	0.174715	0.0922653	0.0233051	0.00342781	0.00090995	0.122373	0.00873154	0.0268692	0.0603453	0.125023	0.159533	0.142179	0.104168	0.0593869	0.02954	0.0082093	0.0133721	0.0499828	0.0847645	0.175417	0.24908	0.271163	0.265407	0.196418	0.123036	0.0117128	0.00879712	0.0266758	0.0585208	0.117163	0.154266	0.127999	0.0902955	0.044164	0.0202205	0.00829057	0.0140036	0.0514557	0.0845212	0.174416	0.24907	0.269323	0.262298	0.190283	0.115004	0.0124996	0.308437	0.308582	0.314394	0.357716	0.464281	0.605812	1	0.555887	0.409545	0.308437	0.0671615	0.067343	0.0791901	0.134145	0.212473	0.202894	0.161993	0.10104	0.0581343	0.133538	0.133558	0.137285	0.162071	0.17708	0.141723	0.101188	0.0608587	0.0337453	0.133538	0.0671615	0.164538	0.164538	0.164538	0.164746	0.172866	0.169775	0.128942	0.0663298	0.0361878	0.164538	0.0380424	0.0560182	0.0736006	0.105326	0.128943	0.12836	0.11457	0.0940615	0.087955	0.0375755	0.00511334	0.00652053	0.00665333	0.000617256	0	0	0	0	0	0.00504801
human_lcrfinder_filtered_0.8_sorted.bed	0.00855677	0.026938	0.0641983	0.0944015	0.103498	0.104809	0.105417	0.0646089	0.0102765	0.00814416	0.00772063	0.0246806	0.0638959	0.0950347	0.108396	0.108872	0.104992	0.0621445	0.0105444	0.00731635	0.0736852	0.0737282	0.074219	0.0920713	0.129881	0.108138	0.0394109	0.00607903	0.0016369	0.0736852	0.00484161	0.0156014	0.0376709	0.0889009	0.136353	0.145642	0.126785	0.0918724	0.0451119	0.00455926	0.00749289	0.0293841	0.0516645	0.12024	0.197907	0.250079	0.294378	0.303318	0.196209	0.00655405	0.0048745	0.0154895	0.0362183	0.0817524	0.134575	0.131847	0.109545	0.0666571	0.030774	0.00460264	0.00784795	0.0302227	0.0512851	0.119027	0.196995	0.246516	0.291405	0.295291	0.184389	0.00699941	0.171456	0.171537	0.174768	0.19885	0.258088	0.336763	0.555887	1	0.736742	0.171456	0.0384788	0.038584	0.0459837	0.0849716	0.169786	0.206505	0.208073	0.170799	0.0986453	0.0887858	0.0888333	0.0923885	0.118071	0.157831	0.155737	0.139089	0.102104	0.0558137	0.0887858	0.0384788	0.141851	0.141851	0.141851	0.142378	0.15477	0.166911	0.159515	0.110767	0.0603708	0.141851	0.0227446	0.0345496	0.0473188	0.077911	0.114071	0.133653	0.144257	0.137239	0.130737	0.022448	0.00363415	0.00461182	0.00493002	0.000708	0	0	0	0	0	0.00357785
human_lcrfinder_filtered_0.9_sorted.bed	0.00575302	0.0176694	0.044062	0.0687047	0.076521	0.0774741	0.0826085	0.0528818	0.0102364	0.00548262	0.00502688	0.0154738	0.0415419	0.0648574	0.0752149	0.0760923	0.080601	0.0522053	0.0109136	0.00476649	0.0495236	0.0495526	0.0498394	0.0607135	0.0802869	0.0747218	0.0285893	0.0076746	0.00222178	0.0495236	0.00355405	0.0109766	0.025401	0.0577426	0.0866825	0.0963722	0.0903401	0.0743285	0.0525852	0.00335415	0.00542946	0.0206668	0.0358483	0.0815538	0.135931	0.177281	0.220769	0.255405	0.241143	0.00476984	0.00357899	0.0108767	0.024446	0.052632	0.0838415	0.0834702	0.0749823	0.0541795	0.0338596	0.00338536	0.00566253	0.0210641	0.0352511	0.0794253	0.133322	0.171987	0.215179	0.245858	0.227117	0.00507218	0.126319	0.126378	0.128759	0.146501	0.190144	0.248108	0.409545	0.736742	1	0.126319	0.0266169	0.0266752	0.031446	0.056518	0.110498	0.142661	0.157425	0.15295	0.125675	0.0528543	0.0528829	0.0549927	0.0707071	0.0981176	0.104264	0.102286	0.0893637	0.0685983	0.0528543	0.0266169	0.0839818	0.0839818	0.0839818	0.0845636	0.0927742	0.103445	0.108621	0.0959052	0.0712294	0.0839818	0.0149725	0.0228006	0.0316193	0.0535604	0.082351	0.10249	0.123554	0.130954	0.131389	0.0147735	0.0027313	0.00308618	0.00331041	0.000948741	0	0	0	0	0	0.0026858
human_lcrfinder_processed_sorted.bed	0.0311537	0.0601914	0.0733423	0.0596057	0.0469426	0.0411258	0.0277886	0.0146862	0.00211195	0.0299265	0.0313269	0.0657782	0.086073	0.0730343	0.0550911	0.0464678	0.0281467	0.0136948	0.00186366	0.0299303	0.2557	0.255689	0.251911	0.231566	0.135197	0.0432925	0.00738539	0.00107932	0.000280666	0.2557	0.0283385	0.0787428	0.13362	0.153135	0.115497	0.0710678	0.0407023	0.021521	0.0104753	0.026636	0.0425194	0.136318	0.192033	0.23552	0.204664	0.162937	0.116908	0.077459	0.047025	0.0375149	0.0285542	0.0783237	0.130619	0.150336	0.10851	0.0625011	0.0344551	0.0153294	0.00705469	0.0269075	0.0445845	0.140425	0.193227	0.234666	0.203558	0.161599	0.114256	0.0745544	0.0435274	0.0400232	1	0.999529	0.981051	0.862239	0.664331	0.509129	0.308437	0.171456	0.126319	1	0.185273	0.185426	0.193456	0.20054	0.154795	0.0996054	0.0558994	0.0329933	0.0188322	0.244624	0.244471	0.236249	0.190282	0.116182	0.0682281	0.033679	0.0193017	0.0107065	0.244624	0.185273	0.145306	0.145306	0.145306	0.143134	0.120989	0.0884929	0.0439396	0.0216896	0.0115539	0.145306	0.108079	0.141374	0.155917	0.146303	0.107419	0.0729582	0.0435745	0.033548	0.0313017	0.107083	0.0196544	0.0178802	0.0126326	0.00389386	0.00213693	0.00213693	0	0	0	0.0195477
human_seg_filtered_0.1_sorted.bed	0.0517512	0.0545733	0.0417754	0.0231734	0.0148682	0.0124933	0.00808169	0.00414363	0.000578454	0.0509764	0.0543646	0.0636382	0.0499074	0.0283856	0.0175462	0.0142246	0.00819824	0.00390992	0.000508188	0.0532037	0.370672	0.370642	0.362777	0.263282	0.0814135	0.0156089	0.00220333	0.000293552	0.0000750752	0.370672	0.103701	0.249641	0.27069	0.142728	0.0600638	0.0276496	0.0132207	0.00617596	0.00282454	0.0980527	0.137853	0.351767	0.369769	0.207311	0.106919	0.0639166	0.0370454	0.0209959	0.0112111	0.123532	0.104555	0.251296	0.273407	0.14836	0.052133	0.0227536	0.0109367	0.00439156	0.00193364	0.0990196	0.143509	0.360228	0.374613	0.209045	0.106863	0.0642016	0.036702	0.0207491	0.0108029	0.130547	0.185273	0.185251	0.18279	0.165723	0.129673	0.0995355	0.0671615	0.0384788	0.0266169	0.185273	1	0.995467	0.784902	0.330921	0.0997771	0.0431115	0.0195542	0.00981659	0.00510994	0.213584	0.213462	0.199771	0.127708	0.0548883	0.0252369	0.0105798	0.0055594	0.00291543	0.213584	1	0.0559329	0.0559329	0.0559329	0.0550553	0.0454711	0.031596	0.0139936	0.00626396	0.00318011	0.0559329	0.140573	0.157698	0.144572	0.0840434	0.0407236	0.0229806	0.0120109	0.00899168	0.00837283	0.139901	0.0186402	0.0148459	0.00954469	0.00168812	0.000623699	0.000623699	0	0	0	0.0185957
human_seg_filtered_0.2_sorted.bed	0.0517084	0.0546863	0.0419128	0.0232619	0.0149358	0.0125502	0.00811848	0.00416249	0.000581088	0.0509329	0.0542896	0.0637268	0.0501099	0.0285027	0.017626	0.0142894	0.00823556	0.00392773	0.000510503	0.0531287	0.371117	0.371087	0.363341	0.263986	0.0817017	0.0156798	0.00221336	0.000294889	0.0000754171	0.371117	0.103229	0.249004	0.270752	0.143055	0.0602667	0.0277476	0.0132613	0.00619533	0.00282867	0.0976089	0.137313	0.351251	0.370023	0.207697	0.107185	0.0640881	0.0371464	0.021046	0.011223	0.123037	0.104088	0.250654	0.273384	0.148684	0.0523532	0.0228571	0.0109865	0.00441156	0.00194245	0.0985761	0.142934	0.359702	0.374809	0.20941	0.107098	0.0643696	0.0367967	0.0207981	0.010813	0.130008	0.185426	0.185404	0.182994	0.165984	0.129971	0.0997662	0.067343	0.038584	0.0266752	0.185426	0.995467	1	0.788477	0.332428	0.100231	0.0433079	0.0196433	0.00986129	0.00513321	0.214234	0.214178	0.200525	0.128264	0.0551299	0.0253438	0.0106202	0.00557694	0.00292095	0.214234	0.995467	0.0561672	0.0561672	0.0561672	0.0552856	0.0456781	0.0317399	0.0140573	0.00629248	0.00319459	0.0561672	0.140765	0.157984	0.144939	0.0843852	0.0408848	0.0230773	0.0120577	0.00902483	0.00840316	0.140089	0.0187172	0.0149126	0.00958807	0.00169581	0.000626539	0.000626539	0	0	0	0.0186723
human_seg_filtered_0.3_sorted.bed	0.048212	0.0594323	0.0505787	0.0291293	0.0188043	0.0157799	0.0102046	0.00523941	0.000736972	0.0472867	0.050477	0.0686778	0.0605519	0.035497	0.0221088	0.0179211	0.0103184	0.00496268	0.000644995	0.0492326	0.393233	0.393318	0.391817	0.302177	0.100534	0.0197536	0.00280685	0.000373994	0.0000956491	0.393233	0.0816492	0.212484	0.280036	0.165407	0.0725636	0.0336188	0.0161052	0.0076135	0.00342867	0.0771242	0.110753	0.313845	0.381411	0.236659	0.125395	0.0755439	0.0435666	0.0249844	0.0131015	0.0987465	0.082324	0.213757	0.280968	0.170381	0.0638222	0.028258	0.0136414	0.0055419	0.00241068	0.0779056	0.115537	0.322317	0.385978	0.239537	0.125677	0.0760414	0.0433471	0.0248598	0.0127872	0.104604	0.193456	0.193472	0.192788	0.181123	0.146778	0.114168	0.0791901	0.0459837	0.031446	0.193456	0.784902	0.788477	1	0.421607	0.12712	0.054926	0.024913	0.0125068	0.00651028	0.241973	0.242012	0.242827	0.160328	0.0696612	0.0321167	0.0134692	0.00707303	0.00370453	0.241973	0.784902	0.0691785	0.0691785	0.0691785	0.0683554	0.0568836	0.0398651	0.0176	0.0079138	0.00399743	0.0691785	0.142581	0.165354	0.162407	0.101746	0.0503756	0.0289177	0.015123	0.0112995	0.0105112	0.141776	0.0182193	0.0168163	0.0115898	0.00215071	0.000794618	0.000794618	0	0	0	0.0181655
human_seg_filtered_0.4_sorted.bed	0.0301128	0.0541894	0.0648131	0.0559992	0.0415779	0.0358059	0.0230023	0.012057	0.00171299	0.0291955	0.030188	0.0595891	0.0757227	0.067698	0.0476694	0.0398735	0.0229095	0.0114433	0.00152977	0.0290968	0.358083	0.35821	0.362661	0.387574	0.200953	0.0457843	0.00651286	0.0008579	0.000226867	0.358083	0.0347217	0.103309	0.200899	0.251686	0.142841	0.0706086	0.0347239	0.0167336	0.0073731	0.0326912	0.0491031	0.167513	0.261232	0.342698	0.223233	0.141053	0.0819354	0.0481278	0.0247375	0.0432907	0.035016	0.103718	0.198631	0.249256	0.128914	0.0605126	0.0297376	0.0124678	0.0052174	0.0330466	0.0514023	0.173102	0.262939	0.348534	0.225901	0.143076	0.0825683	0.0486696	0.0247521	0.046106	0.20054	0.20057	0.202204	0.210416	0.201073	0.173097	0.134145	0.0849716	0.056518	0.20054	0.330921	0.332428	0.421607	1	0.301514	0.130278	0.0590904	0.0296645	0.0154416	0.282974	0.28306	0.292077	0.335356	0.160224	0.0752658	0.0316314	0.0166311	0.0087279	0.282974	0.330921	0.134264	0.134264	0.134264	0.134399	0.120193	0.08794	0.0391421	0.0179901	0.00900825	0.134264	0.101654	0.131648	0.15136	0.156582	0.101226	0.0626137	0.0332676	0.0247424	0.0229155	0.100767	0.0114291	0.0126352	0.0111697	0.00497497	0.00188471	0.00188471	0	0	0	0.0113622
human_seg_filtered_0.5_sorted.bed	0.0165983	0.0477664	0.0922022	0.111897	0.116153	0.10482	0.0680355	0.0366765	0.00531166	0.015932	0.0157281	0.0471578	0.098138	0.123636	0.128569	0.1146	0.067171	0.0342706	0.00482062	0.0150326	0.178824	0.178903	0.18206	0.243603	0.329899	0.137616	0.0214695	0.00284433	0.000752416	0.178824	0.0105246	0.0351471	0.0875152	0.199363	0.283179	0.180795	0.0967589	0.0497088	0.0222058	0.0098921	0.0157629	0.0609207	0.106913	0.24392	0.360835	0.291027	0.185141	0.12181	0.0648641	0.013776	0.0106057	0.0350298	0.0854228	0.188215	0.264911	0.158654	0.0814725	0.0372435	0.015762	0.00999557	0.0165832	0.0635787	0.107834	0.24667	0.367377	0.297187	0.188868	0.123854	0.0662338	0.01475	0.154795	0.154856	0.15722	0.174068	0.206929	0.21998	0.212473	0.169786	0.110498	0.154795	0.0997771	0.100231	0.12712	0.301514	1	0.432079	0.195979	0.0983852	0.0512135	0.204157	0.204257	0.215612	0.302519	0.475046	0.243075	0.104698	0.0551356	0.0289415	0.204157	0.0997771	0.251862	0.251862	0.251862	0.253652	0.273355	0.235019	0.114449	0.0551741	0.0280439	0.251862	0.0537784	0.0792488	0.104393	0.155106	0.185556	0.158242	0.0914694	0.0709717	0.0662042	0.0531306	0.00399285	0.00588178	0.00622708	0.00618102	0.00625054	0.00625054	0	0	0	0.00394581
